Date,SPX Return,Time to Maturity in Year,Delta,Implied Volatility Change
20170714,-5.29E-05,0.12,0.268098,-0.000469
20170714,-5.29E-05,0.248,0.83432,0.000189
20170714,-5.29E-05,0.192,0.90795,0.00083
20170714,-5.29E-05,1.34,0.935288,0.001894
20170714,-5.29E-05,0.752,0.842851,0.000929
20170714,-5.29E-05,1.34,0.946515,0.002349
20170714,-5.29E-05,0.148,0.906295,0.002518
20170714,-5.29E-05,0.136,0.251468,-0.000124
20170714,-5.29E-05,0.668,0.27775,0.000767
20170714,-5.29E-05,0.092,0.333866,0.000685
20170714,-5.29E-05,0.072,0.916684,-0.014088
20170714,-5.29E-05,0.148,0.136269,0.000337
20170714,-5.29E-05,0.164,0.928552,0.003066
20170714,-5.29E-05,0.612,0.262055,0.000613
20170714,-5.29E-05,1.34,0.854385,0.000713
20170714,-5.29E-05,0.22,0.898369,0.000787
20170714,-5.29E-05,0.136,0.88142,0.001517
20170714,-5.29E-05,0.092,0.193685,0.000502
20170714,-5.29E-05,0.192,0.099389,0.001154
20170714,-5.29E-05,0.432,0.932923,-0.012348
20170714,-5.29E-05,0.22,0.742947,-0.000284
20170714,-5.29E-05,0.304,0.726972,6.20E-05
20170714,-5.29E-05,0.304,0.921097,0.002244
20170714,-5.29E-05,0.432,0.12125,0.000859
20170714,-5.29E-05,1.34,0.578251,0.000304
20170714,-5.29E-05,3.552,0.902103,0.000814
20170714,-5.29E-05,0.248,0.389529,-0.000447
20170714,-5.29E-05,0.1,0.293153,0.000723
20170714,-5.29E-05,0.192,0.18345,0.000304
20170714,-5.29E-05,0.612,0.736858,0.000509
20170714,-5.29E-05,0.388,0.906386,0.001029
20170714,-5.29E-05,0.22,0.407394,-0.000642
20170714,-5.29E-05,0.388,0.929731,0.002354
20170714,-5.29E-05,3.552,0.935329,-0.003998
20170714,-5.29E-05,0.304,0.873977,0.00107
20170714,-5.29E-05,0.388,0.930085,-0.000475
20170714,-5.29E-05,0.388,0.877739,0.00115
20170714,-5.29E-05,0.188,0.233823,-0.000357
20170714,-5.29E-05,1.028,0.860819,0.000881
20170717,0.000598,0.18,0.457896,-0.001614
20170717,0.000598,0.152,0.30743,-0.001854
20170717,0.000598,0.964,0.516849,-0.00071
20170717,0.000598,0.376,0.946174,-0.000478
20170717,0.000598,0.18,0.72158,-0.000973
20170717,0.000598,0.124,0.847402,0.001066
20170717,0.000598,0.208,0.688579,-0.001028
20170717,0.000598,0.376,0.809801,2.10E-05
20170717,0.000598,0.292,0.807228,-0.000271
20170717,0.000598,1.328,0.945207,-0.000951
20170717,0.000598,0.376,0.692849,-0.000801
20170717,0.000598,0.096,0.089838,-0.002086
20170717,0.000598,0.54,0.926948,0.00045
20170717,0.000598,0.292,0.872691,-0.000972
20170717,0.000598,0.208,0.860126,-0.001981
20170717,0.000598,0.136,0.848372,-0.000285
20170717,0.000598,0.236,0.158328,-0.001681
20170717,0.000598,0.292,0.20946,-0.001897
20170717,0.000598,0.964,0.880439,-0.000326
20170717,0.000598,0.376,0.897646,-0.001079
20170717,0.000598,0.124,0.096755,-0.00231
20170717,0.000598,0.964,0.933426,-0.001356
20170717,0.000598,0.208,0.65257,-0.000966
20170717,0.000598,0.116,0.663999,0.000354
20170717,0.000598,0.096,0.813399,0.001212
20170717,0.000598,0.096,0.530841,2.90E-05
20170717,0.000598,0.108,0.393736,-0.000372
20170717,0.000598,0.292,0.91055,-0.000623
20170717,0.000598,0.06,0.772628,0.001062
20170717,0.000598,0.152,0.917622,-0.002367
20170717,0.000598,0.376,0.166072,-0.001678
20170717,0.000598,0.6,0.328348,-0.001225
20170717,0.000598,2.084,0.237406,-0.001057
20170717,0.000598,0.42,0.908392,-0.000495
20170717,0.000598,0.124,0.322712,-0.001041
20170717,0.000598,0.124,0.098231,-0.002277
20170717,0.000598,0.74,0.882848,0.000182
20170717,0.000598,0.176,0.797727,-0.000489
20170717,0.000598,2.812,0.701222,-0.000201
20170717,0.000598,0.54,0.117818,-0.00131
20170717,0.000598,0.292,0.630916,-0.000587
20170717,0.000598,0.096,0.91759,-0.000498
20170717,0.000598,0.208,0.566315,-0.001524
20170717,0.000598,2.812,0.594185,-0.000489
20170717,0.000598,3.54,0.843072,7.00E-06
20170717,0.000598,0.088,0.937517,0.008291
20170717,0.000598,0.124,0.525104,-2.70E-05
20170717,0.000598,0.18,0.935535,-0.004312
20170717,0.000598,0.18,0.704739,-0.000853
20170717,0.000598,0.6,0.908768,-0.000282
20170717,0.000598,0.124,0.406525,-0.000756
20170717,0.000598,0.152,0.832188,-0.001124
20170717,0.000598,0.068,0.921362,-0.001868
20170717,0.000598,0.74,0.91115,-2.40E-05
20170717,0.000598,1.328,0.68102,-0.000613
20170717,0.000598,0.136,0.923362,-0.0028
20170717,0.000598,2.084,0.905905,0.000437
20170717,0.000598,0.292,0.171094,-0.001848
20170717,0.000598,0.656,0.570042,-0.000369
20170717,0.000598,0.096,0.944352,0.006805
20170717,0.000598,0.376,0.887514,-0.00024
20170717,0.000598,0.068,0.263545,-0.000507
20170717,0.000598,0.096,0.863701,0.000707
20170717,0.000598,0.292,0.768328,-0.000332
20170717,0.000598,0.124,0.680236,0.000667
20170717,0.000598,0.152,0.920532,-0.003443
20170717,0.000598,0.292,0.907316,-0.001137
20170717,0.000598,0.42,0.918053,-0.000402
20170717,0.000598,2.084,0.056417,-0.00053
20170717,0.000598,0.376,0.271707,-0.00138
20170717,0.000598,0.292,0.943153,0.006199
20170717,0.000598,0.18,0.360461,-0.00197
20170717,0.000598,1.016,0.296909,-0.001073
20170717,0.000598,0.292,0.837957,-0.000916
20170717,0.000598,0.236,0.920465,-0.001401
20170717,0.000598,0.136,0.93533,-0.001883
20170717,0.000598,3.54,0.371107,-0.000237
20170717,0.000598,0.176,0.932698,-0.004135
20170717,0.000598,0.236,0.621485,-0.000768
20170717,0.000598,0.08,0.91394,-0.004096
20170717,0.000598,1.384,0.717983,0.000141
20170717,0.000598,0.108,0.947521,0.005123
20170717,0.000598,0.088,0.2834,-0.001209
20170717,0.000598,0.236,0.912394,-0.003251
20170717,0.000598,2.812,0.317007,-0.000145
20170717,0.000598,2.084,0.946572,0.000305
20170717,0.000598,0.964,0.564077,-0.000669
20170717,0.000598,0.236,0.732497,-0.000183
20170717,0.000598,0.236,0.490293,-0.001165
20170717,0.000598,3.54,0.813805,6.20E-05
20170717,0.000598,2.084,0.888595,-0.000759
20170717,0.000598,0.176,0.690357,-0.000773
20170717,0.000598,0.176,0.785522,-0.000378
20170717,0.000598,2.084,0.626136,-0.000849
20170717,0.000598,0.06,0.426127,0.000109
20170717,0.000598,0.124,0.824399,-0.000459
20170717,0.000598,0.292,0.296325,-0.001797
20170717,0.000598,0.376,0.526195,-0.000835
20170717,0.000598,0.292,0.832572,-0.000481
20170717,0.000598,0.6,0.941586,0.000282
20170718,0.005372639,0.288,0.745844,0.000826
20170718,0.005372639,1.012,0.435001,0.000556
20170718,0.005372639,2.808,0.913574,-0.001649
20170718,0.005372639,0.12,0.091908,0.00112
20170718,0.005372639,0.232,0.876338,0.0014
20170718,0.005372639,0.172,0.19279,0.001425
20170718,0.005372639,0.232,0.067512,-0.001217
20170718,0.005372639,0.232,0.795128,0.001537
20170718,0.005372639,0.076,0.334177,0.003203
20170718,0.005372639,0.372,0.919651,-0.000337
20170718,0.005372639,0.12,0.059459,0.000545
20170718,0.005372639,0.204,0.069223,-0.00013
20170718,0.005372639,1.012,0.935492,-0.002286
20170718,0.005372639,0.148,0.386916,0.002765
20170718,0.005372639,0.148,0.202107,0.002007
20170718,0.005372639,1.324,0.927945,-0.002378
20170718,0.005372639,0.372,0.232092,0.000374
20170718,0.005372639,3.536,0.878652,-0.001081
20170718,0.005372639,3.536,0.540864,-0.002482
20170718,0.005372639,2.808,0.83846,-0.000172
20170718,0.005372639,1.38,0.308897,0.000293
20170718,0.005372639,2.08,0.875678,-5.80E-05
20170718,0.005372639,2.08,0.79401,-0.000373
20170718,0.005372639,0.204,0.081013,2.60E-05
20170718,0.005372639,2.08,0.944647,-0.008092
20170718,0.005372639,0.148,0.69371,0.002505
20170718,0.005372639,2.808,0.503029,-0.000721
20170718,0.005372639,0.288,0.880968,0.000359
20170718,0.005372639,1.38,0.771545,-0.000342
20170718,0.005372639,0.372,0.69822,0.000102
20170718,0.005372639,0.14,0.061849,0.000512
20170718,0.005372639,2.808,0.928491,0.000476
20170718,0.005372639,0.056,0.610118,0.003096
20170718,0.005372639,0.288,0.434797,0.001324
20170718,0.005372639,0.288,0.132542,0.000224
20170718,0.005372639,1.324,0.942454,-0.000231
20170718,0.005372639,0.536,0.832067,0.000143
20170718,0.005372639,0.076,0.820696,0.004521
20170718,0.005372639,0.112,0.409975,0.002407
20170718,0.005372639,0.204,0.793869,0.002049
20170718,0.005372639,0.652,0.215163,0.000284
20170718,0.005372639,0.204,0.148931,0.000967
20170718,0.005372639,1.012,0.753224,-1.90E-05
20170718,0.005372639,0.372,0.877375,0.000505
20170718,0.005372639,0.96,0.55875,-0.000152
20170718,0.005372639,2.08,0.876515,0.000628
20170718,0.005372639,3.536,0.475103,-0.00174
20170718,0.005372639,0.736,0.937505,-0.001318
20170718,0.005372639,0.176,0.912508,0.000501
20170718,0.005372639,0.204,0.927956,0.000116
20170718,0.005372639,0.232,0.865443,0.001291
20170718,0.005372639,2.08,0.937977,-0.001897
20170718,0.005372639,1.324,0.917659,-0.001927
20170718,0.005372639,0.14,0.900354,0.002807
20170718,0.005372639,2.808,0.937305,-0.000898
20170718,0.005372639,2.08,0.289562,9.80E-05
20170718,0.005372639,0.596,0.260797,0.000347
20170718,0.005372639,0.288,0.934437,0.000432
20170718,0.005372639,0.652,0.916636,-0.000413
20170718,0.005372639,1.324,0.703878,-0.000169
20170718,0.005372639,0.416,0.778079,0.000198
20170718,0.005372639,0.596,0.910475,-2.90E-05
20170718,0.005372639,2.08,0.895605,0.000839
20170718,0.005372639,0.104,0.306675,0.002967
20170718,0.005372639,0.736,0.811069,-0.00074
20170718,0.005372639,0.204,0.345349,0.001942
20170718,0.005372639,1.324,0.338632,1.20E-05
20170718,0.005372639,0.288,0.456542,0.001259
20170718,0.005372639,0.232,0.545415,0.00167
20170718,0.005372639,0.084,0.901684,-0.003987
20170718,0.005372639,0.204,0.875406,0.001508
20170718,0.005372639,0.12,0.73784,0.003287
20170718,0.005372639,0.132,0.081477,0.0011
20170718,0.005372639,0.132,0.054722,0.000174
20170718,0.005372639,0.14,0.263866,0.002875
20170718,0.005372639,0.736,0.828909,-0.000884
20170718,0.005372639,0.372,0.617964,0.000812
20170718,0.005372639,1.012,0.518772,0.000506
20170718,0.005372639,1.38,0.88591,-0.000808
20170718,0.005372639,3.536,0.916665,0.000368
20170718,0.005372639,0.056,0.558629,0.002739
20170718,0.005372639,0.12,0.75802,0.003477
20170718,0.005372639,0.084,0.924217,0.002297
20170718,0.005372639,0.056,0.905092,-0.000891
20170718,0.005372639,3.536,0.931483,0.000582
20170718,0.005372639,0.372,0.642217,0.00047
20170718,0.005372639,2.808,0.774007,-0.001502
20170718,0.005372639,2.08,0.860649,-0.00032
20170718,0.005372639,0.536,0.719476,0.000366
20170718,0.005372639,1.324,0.579858,-0.000448
20170718,0.005372639,0.076,0.913764,-0.003848
20170718,0.005372639,0.104,0.176164,0.002404
20170718,0.005372639,0.14,0.772415,0.00324
20170718,0.005372639,0.176,0.465505,0.001943
20170718,0.005372639,3.536,0.405993,-0.001301
20170718,0.005372639,0.104,0.25949,0.002827
20170718,0.005372639,0.204,0.468393,0.001954
20170718,0.005372639,0.092,0.586592,0.003617
20170718,0.005372639,0.132,0.836144,0.002899
20170718,0.005372639,2.808,0.27572,-0.000464
20170719,-0.000153659,0.284,0.933874,0.00866
20170719,-0.000153659,0.592,0.907227,0.003787
20170719,-0.000153659,0.732,0.060399,5.10E-05
20170719,-0.000153659,0.116,0.869042,0.004482
20170719,-0.000153659,3.532,0.859711,0.006777
20170719,-0.000153659,0.116,0.157394,0.002509
20170719,-0.000153659,0.284,0.510968,0.001233
20170719,-0.000153659,3.532,0.881685,0.008143
20170719,-0.000153659,0.956,0.453982,0.000672
20170719,-0.000153659,0.532,0.846374,0.00228
20170719,-0.000153659,0.228,0.902273,0.005907
20170719,-0.000153659,0.108,0.930823,0.008178
20170719,-0.000153659,0.368,0.665756,0.001276
20170719,-0.000153659,0.088,0.530421,0.002259
20170719,-0.000153659,1.32,0.754152,0.001059
20170719,-0.000153659,0.956,0.878203,0.002738
20170719,-0.000153659,0.956,0.827856,0.002454
20170719,-0.000153659,1.008,0.318891,1.20E-05
20170719,-0.000153659,1.376,0.809776,0.001456
20170719,-0.000153659,0.732,0.882172,0.003904
20170719,-0.000153659,0.2,0.515089,0.002192
20170719,-0.000153659,2.076,0.531959,0.000653
20170719,-0.000153659,0.532,0.864563,0.002632
20170719,-0.000153659,0.228,0.058015,0.001175
20170719,-0.000153659,0.284,0.192157,0.001035
20170719,-0.000153659,0.956,0.240338,3.40E-05
20170719,-0.000153659,0.088,0.124924,0.002249
20170719,-0.000153659,0.368,0.88583,0.00414
20170719,-0.000153659,0.284,0.086295,0.001069
20170719,-0.000153659,2.076,0.831343,0.001451
20170719,-0.000153659,0.08,0.0876,0.002291
20170719,-0.000153659,0.136,0.840478,0.003627
20170719,-0.000153659,1.32,0.145694,-0.000377
20170719,-0.000153659,2.076,0.811501,0.001405
20170719,-0.000153659,1.376,0.289745,-9.90E-05
20170719,-0.000153659,3.532,0.664613,0.002587
20170719,-0.000153659,0.144,0.913017,0.006942
20170719,-0.000153659,0.144,0.813791,0.004118
20170719,-0.000153659,0.368,0.869129,0.003384
20170719,-0.000153659,0.592,0.788194,0.001301
20170719,-0.000153659,1.376,0.619577,0.000764
20170719,-0.000153659,2.804,0.264718,0.001897
20170719,-0.000153659,0.648,0.132702,-0.000223
20170719,-0.000153659,0.368,0.508888,0.000625
20170719,-0.000153659,0.2,0.679801,0.002647
20170719,-0.000153659,0.128,0.801572,0.002796
20170719,-0.000153659,0.368,0.810516,0.00223
20170719,-0.000153659,0.284,0.893162,0.004244
20170719,-0.000153659,0.128,0.442894,0.001384
20170719,-0.000153659,0.284,0.881194,0.003732
20170719,-0.000153659,0.072,0.857464,0.004221
20170719,-0.000153659,0.228,0.851976,0.004526
20170719,-0.000153659,0.172,0.937569,0.008233
20170719,-0.000153659,0.168,0.450637,0.002189
20170719,-0.000153659,2.076,0.381569,9.90E-05
20170719,-0.000153659,0.144,0.874203,0.005809
20170719,-0.000153659,1.32,0.566057,0.000632
20170719,-0.000153659,2.804,0.933876,0.008558
20170719,-0.000153659,0.228,0.162624,0.001405
20170719,-0.000153659,0.172,0.31171,0.001769
20170719,-0.000153659,0.108,0.729475,0.003036
20170719,-0.000153659,0.368,0.945947,0.006707
20170719,-0.000153659,0.592,0.926658,0.004056
20170719,-0.000153659,3.532,0.701923,0.003008
20170719,-0.000153659,0.2,0.946755,0.008982
20170719,-0.000153659,0.088,0.719576,0.002969
20170719,-0.000153659,1.32,0.695495,0.001003
20170719,-0.000153659,2.076,0.737958,0.00163
20170719,-0.000153659,1.376,0.78122,0.001255
20170719,-0.000153659,0.116,0.070803,0.002384
20170719,-0.000153659,0.116,0.737123,0.003014
20170719,-0.000153659,2.076,0.354265,0.000604
20170719,-0.000153659,0.284,0.917891,0.004767
20170719,-0.000153659,0.072,0.766451,0.003196
20170719,-0.000153659,0.136,0.105017,0.001848
20170719,-0.000153659,0.144,0.947041,0.013688
20170719,-0.000153659,1.376,0.534703,0.000546
20170719,-0.000153659,0.2,0.914663,0.00586
20170719,-0.000153659,2.076,0.821627,0.001391
20170719,-0.000153659,0.116,0.741805,0.002883
20170719,-0.000153659,2.076,0.737378,0.000961
20170719,-0.000153659,0.168,0.916665,0.007248
20170719,-0.000153659,0.2,0.05804,0.002185
20170719,-0.000153659,0.136,0.868942,0.004379
20170719,-0.000153659,0.284,0.678703,0.00194
20170719,-0.000153659,1.008,0.642192,0.000638
20170719,-0.000153659,1.32,0.86296,0.002197
20170719,-0.000153659,0.648,0.855611,0.001958
20170719,-0.000153659,0.172,0.79358,0.00307
20170719,-0.000153659,0.088,0.792483,0.003774
20170719,-0.000153659,0.128,0.902367,0.005737
20170719,-0.000153659,2.804,0.2451,0.001826
20170719,-0.000153659,0.168,0.832592,0.004211
20170719,-0.000153659,0.732,0.156454,8.40E-05
20170719,-0.000153659,0.128,0.199909,0.001251
20170719,-0.000153659,0.368,0.799662,0.002315
20170719,-0.000153659,2.804,0.897909,0.002592
20170719,-0.000153659,0.732,0.856463,0.003136
20170719,-0.000153659,2.804,0.667591,0.001384
20170719,-0.000153659,3.532,0.291432,0.001347
20170720,-0.000367872,1.316,0.242521,-0.001652
20170720,-0.000367872,0.364,0.921967,-0.006568
20170720,-0.000367872,2.8,0.930215,-0.009161
20170720,-0.000367872,0.112,0.306508,-0.006418
20170720,-0.000367872,0.164,0.919987,-0.007786
20170720,-0.000367872,0.124,0.855958,-0.008062
20170720,-0.000367872,0.104,0.082454,-0.006239
20170720,-0.000367872,0.112,0.731803,-0.007101
20170720,-0.000367872,0.224,0.603813,-0.004209
20170720,-0.000367872,0.096,0.20044,-0.00639
20170720,-0.000367872,0.364,0.932677,-0.007519
20170720,-0.000367872,0.076,0.111769,-0.00572
20170720,-0.000367872,0.068,0.822125,-0.010442
20170720,-0.000367872,1.316,0.887399,-0.002774
20170720,-0.000367872,0.164,0.546367,-0.003314
20170720,-0.000367872,0.056,0.896774,-0.027743
20170720,-0.000367872,1.316,0.672201,-0.00132
20170720,-0.000367872,0.588,0.727963,-0.002152
20170720,-0.000367872,0.364,0.664138,-0.002879
20170720,-0.000367872,0.104,0.834719,-0.008621
20170720,-0.000367872,0.224,0.914191,-0.008703
20170720,-0.000367872,0.056,0.233837,-0.007904
20170720,-0.000367872,2.8,0.620301,-0.001834
20170720,-0.000367872,0.068,0.864588,-0.010417
20170720,-0.000367872,3.528,0.885769,-0.008109
20170720,-0.000367872,0.14,0.407803,-0.004812
20170720,-0.000367872,0.084,0.126744,-0.005813
20170720,-0.000367872,1.316,0.594954,-0.001511
20170720,-0.000367872,0.224,0.186544,-0.002988
20170720,-0.000367872,0.096,0.382032,-0.006366
20170720,-0.000367872,0.28,0.857892,-0.004901
20170720,-0.000367872,2.8,0.833845,-0.002635
20170720,-0.000367872,1.004,0.499253,-0.001573
20170720,-0.000367872,0.28,0.584937,-0.003275
20170720,-0.000367872,1.316,0.502414,-0.001491
20170720,-0.000367872,2.072,0.939881,-0.005771
20170720,-0.000367872,0.056,0.112719,-0.007573
20170720,-0.000367872,2.8,0.43307,-0.001878
20170720,-0.000367872,1.316,0.432397,-0.001694
20170720,-0.000367872,0.408,0.222705,-0.002425
20170720,-0.000367872,0.168,0.774791,-0.004057
20170720,-0.000367872,0.528,0.903393,-0.003931
20170720,-0.000367872,0.096,0.431104,-0.00649
20170720,-0.000367872,3.528,0.500817,-0.001207
20170720,-0.000367872,1.372,0.729557,-0.001572
20170720,-0.000367872,2.8,0.603696,-0.001817
20170720,-0.000367872,0.112,0.43837,-0.006632
20170720,-0.000367872,2.072,0.354941,-0.001808
20170720,-0.000367872,0.096,0.848485,-0.009418
20170720,-0.000367872,0.644,0.797503,-0.002266
20170720,-0.000367872,0.112,0.736788,-0.006108
20170720,-0.000367872,0.104,0.746966,-0.007619
20170720,-0.000367872,0.28,0.831248,-0.004363
20170720,-0.000367872,0.224,0.899073,-0.006893
20170720,-0.000367872,3.528,0.871369,-0.007246
20170720,-0.000367872,1.372,0.942166,-0.004983
20170720,-0.000367872,2.072,0.92219,-0.012477
20170720,-0.000367872,0.224,0.910888,-0.006211
20170720,-0.000367872,0.224,0.804128,-0.004472
20170720,-0.000367872,0.076,0.811485,-0.009193
20170720,-0.000367872,1.316,0.468118,-0.001475
20170720,-0.000367872,1.004,0.910687,-0.003746
20170720,-0.000367872,1.004,0.068256,-0.001539
20170720,-0.000367872,0.28,0.797222,-0.003904
20170720,-0.000367872,0.28,0.888421,-0.004321
20170720,-0.000367872,0.132,0.799528,-0.005968
20170720,-0.000367872,0.124,0.591014,-0.005768
20170720,-0.000367872,0.196,0.911154,-0.00772
20170720,-0.000367872,0.076,0.423977,-0.006965
20170720,-0.000367872,1.316,0.919547,-0.003645
20170720,-0.000367872,0.076,0.215726,-0.006367
20170720,-0.000367872,2.072,0.5977,-0.001456
20170720,-0.000367872,0.224,0.603322,-0.003376
20170720,-0.000367872,0.224,0.623385,-0.003516
20170720,-0.000367872,1.372,0.470086,-0.001494
20170720,-0.000367872,0.588,0.914881,-0.004476
20170720,-0.000367872,1.372,0.85431,-0.002503
20170720,-0.000367872,0.084,0.916713,-0.017007
20170720,-0.000367872,0.528,0.823215,-0.00292
20170720,-0.000367872,0.096,0.871583,-0.008618
20170720,-0.000367872,2.072,0.884554,-0.002681
20170720,-0.000367872,0.224,0.820179,-0.004884
20170720,-0.000367872,0.124,0.764985,-0.006365
20170720,-0.000367872,0.588,0.831869,-0.00237
20170720,-0.000367872,1.372,0.919844,-0.003437
20170720,-0.000367872,0.952,0.917913,-0.004528
20170720,-0.000367872,1.316,0.770268,-0.001735
20170720,-0.000367872,0.224,0.920565,-0.007275
20170720,-0.000367872,1.316,0.535062,-0.001741
20170720,-0.000367872,0.224,0.582547,-0.00367
20170720,-0.000367872,0.728,0.384149,-0.001769
20170720,-0.000367872,2.8,0.695423,-0.002207
20170720,-0.000367872,1.004,0.903622,-0.00333
20170720,-0.000367872,0.28,0.353026,-0.003223
20170720,-0.000367872,2.072,0.936395,-0.013056
20170720,-0.000367872,0.14,0.886578,-0.006861
20170720,-0.000367872,0.124,0.678935,-0.006
20170720,-0.000367872,0.644,0.892306,-0.003702
20170720,-0.000367872,0.952,0.82523,-0.002346
20170720,-0.000367872,2.072,0.736717,-0.001723
20170721,-0.001063735,1.312,0.20183,-0.000297
20170721,-0.001063735,0.064,0.585184,0.006124
20170721,-0.001063735,0.092,0.127226,0.003627
20170721,-0.001063735,0.22,0.907815,0.009702
20170721,-0.001063735,0.724,0.106744,0.000371
20170721,-0.001063735,0.192,0.859153,0.007493
20170721,-0.001063735,1.368,0.563778,-5.90E-05
20170721,-0.001063735,0.136,0.473917,0.001771
20170721,-0.001063735,0.108,0.098015,0.003405
20170721,-0.001063735,3.524,0.840166,0.003662
20170721,-0.001063735,0.192,0.879946,0.008922
20170721,-0.001063735,0.22,0.056226,0.001611
20170721,-0.001063735,0.1,0.931383,0.019585
20170721,-0.001063735,0.108,0.824049,0.008983
20170721,-0.001063735,0.276,0.506069,0.001451
20170721,-0.001063735,0.36,0.772515,0.002846
20170721,-0.001063735,0.136,0.92733,0.01583
20170721,-0.001063735,1.368,0.781824,0.000968
20170721,-0.001063735,1.312,0.910512,0.004129
20170721,-0.001063735,2.068,0.637391,0.000342
20170721,-0.001063735,0.36,0.264245,0.000746
20170721,-0.001063735,0.08,0.15231,0.003564
20170721,-0.001063735,1.312,0.736237,0.000393
20170721,-0.001063735,3.524,0.945809,0.018906
20170721,-0.001063735,0.064,0.065218,0.003939
20170721,-0.001063735,0.108,0.839615,0.008429
20170721,-0.001063735,2.068,0.738058,0.000947
20170721,-0.001063735,0.164,0.937187,0.017192
20170721,-0.001063735,0.108,0.723554,0.005925
20170721,-0.001063735,1.368,0.929868,0.00582
20170721,-0.001063735,0.12,0.934756,0.018257
20170721,-0.001063735,0.164,0.940113,0.017944
20170721,-0.001063735,1,0.671528,0.000764
20170721,-0.001063735,0.148,0.856624,0.008712
20170721,-0.001063735,0.36,0.078284,0.000635
20170721,-0.001063735,0.584,0.885324,0.004527
20170721,-0.001063735,2.796,0.908184,0.004188
20170721,-0.001063735,0.072,0.946175,0.031659
20170721,-0.001063735,0.12,0.715319,0.005015
20170721,-0.001063735,0.192,0.477932,0.001678
20170721,-0.001063735,0.524,0.827471,0.002978
20170721,-0.001063735,0.36,0.063848,0.00099
20170721,-0.001063735,0.276,0.074903,0.000779
20170721,-0.001063735,1.312,0.391966,-3.20E-05
20170721,-0.001063735,0.276,0.52691,0.001493
20170721,-0.001063735,0.64,0.718159,0.001537
20170721,-0.001063735,2.796,0.682241,0.001498
20170721,-0.001063735,2.796,0.325836,-0.000671
20170721,-0.001063735,0.36,0.739553,0.002356
20170721,-0.001063735,0.164,0.404908,0.001537
20170721,-0.001063735,0.148,0.511235,0.002428
20170721,-0.001063735,2.068,0.220277,-0.000227
20170721,-0.001063735,0.136,0.9427,0.020306
20170721,-0.001063735,0.108,0.920606,0.018884
20170721,-0.001063735,0.276,0.058684,0.000953
20170721,-0.001063735,3.524,0.917095,0.007681
20170721,-0.001063735,1.312,0.90399,0.003314
20170721,-0.001063735,0.136,0.775128,0.006049
20170721,-0.001063735,0.1,0.937631,0.02118
20170721,-0.001063735,0.724,0.438654,0.000372
20170721,-0.001063735,0.148,0.880641,0.009919
20170721,-0.001063735,2.796,0.735849,0.001654
20170721,-0.001063735,2.068,0.777977,0.001249
20170721,-0.001063735,2.068,0.431627,-0.000252
20170721,-0.001063735,0.276,0.267403,0.000875
20170721,-0.001063735,0.164,0.783498,0.006061
20170721,-0.001063735,0.404,0.947944,0.013346
20170721,-0.001063735,0.276,0.936158,0.012151
20170721,-0.001063735,3.524,0.833195,0.003447
20170721,-0.001063735,0.36,0.66682,0.002417
20170721,-0.001063735,0.136,0.853551,0.008608
20170721,-0.001063735,0.404,0.685679,0.002263
20170721,-0.001063735,0.36,0.919766,0.008781
20170721,-0.001063735,0.948,0.233709,-6.70E-05
20170721,-0.001063735,0.584,0.853577,0.003312
20170721,-0.001063735,0.524,0.803325,0.002541
20170721,-0.001063735,0.22,0.219117,0.000994
20170721,-0.001063735,1.312,0.275469,-0.000254
20170721,-0.001063735,3.524,0.257651,-0.000454
20170721,-0.001063735,0.108,0.908048,0.015014
20170721,-0.001063735,0.524,0.083745,0.000628
20170721,-0.001063735,0.36,0.948787,0.014062
20170721,-0.001063735,0.136,0.894351,0.011437
20170721,-0.001063735,0.1,0.90075,0.014555
20170721,-0.001063735,3.524,0.810489,0.002881
20170721,-0.001063735,0.064,0.939695,0.035871
20170721,-0.001063735,0.192,0.219008,0.001108
20170721,-0.001063735,2.068,0.913644,0.004095
20170721,-0.001063735,0.584,0.761579,0.001669
20170721,-0.001063735,0.22,0.126357,0.00097
20170721,-0.001063735,0.148,0.141117,0.001499
20170721,-0.001063735,0.276,0.48445,0.001285
20170721,-0.001063735,0.16,0.655855,0.003207
20170721,-0.001063735,0.12,0.899918,0.013235
20170721,-0.001063735,0.22,0.780426,0.004463
20170721,-0.001063735,0.072,0.929157,0.030883
20170721,-0.001063735,0.584,0.152644,0.000452
20170721,-0.001063735,1.312,0.754704,0.000596
20170721,-0.001063735,0.36,0.539008,0.001349
20170721,-0.001063735,0.164,0.948657,0.021455
20170724,0.002923172,0.108,0.893334,-0.006308
20170724,0.002923172,0.348,0.927207,-0.005166
20170724,0.002923172,0.348,0.766666,-0.000641
20170724,0.002923172,0.08,0.858252,-0.004271
20170724,0.002923172,2.784,0.945807,-0.007546
20170724,0.002923172,0.46,0.783362,-0.000696
20170724,0.002923172,3.512,0.800035,-0.000609
20170724,0.002923172,0.18,0.232233,-0.00203
20170724,0.002923172,1.3,0.850276,-0.001827
20170724,0.002923172,0.18,0.871868,-0.003722
20170724,0.002923172,0.348,0.714377,-0.000621
20170724,0.002923172,1.3,0.497768,-0.001256
20170724,0.002923172,0.148,0.493212,-0.000814
20170724,0.002923172,0.08,0.895557,-0.018158
20170724,0.002923172,0.348,0.090577,-0.000591
20170724,0.002923172,0.512,0.483646,-0.001081
20170724,0.002923172,1.3,0.271409,-0.001803
20170724,0.002923172,0.46,0.064381,-0.001289
